intervention_id,student_id,intervention_type,semester,triggered_by,completed,outcome_next_semester
INT0030493,STU037546,Financial Aid Counseling,Spring 2019,gateway course failure,True,Graduated
INT0030494,STU037548,Financial Aid Counseling,Fall 2018,withdrawal risk,True,Withdrew
INT0030495,STU037548,Tutoring,Spring 2019,aid gap,True,Graduated
INT0030496,STU037548,Financial Aid Counseling,Spring 2019,GPA drop,True,Graduated
INT0030497,STU037549,Peer Mentoring,Spring 2020,gateway course failure,True,Graduated
INT0030498,STU037551,Advising,Fall 2019,gateway course failure,True,Enrolled
INT0030499,STU037551,Advising,Spring 2019,withdrawal risk,False,Withdrew
INT0030500,STU037552,AI Guide,Fall 2018,gateway course failure,True,Withdrew
INT0030501,STU037552,Peer Mentoring,Fall 2018,gateway course failure,True,Withdrew
INT0030502,STU037556,Advising,Spring 2022,gateway course failure,False,Withdrew
INT0030503,STU037556,Advising,Fall 2022,gateway course failure,True,Withdrew
INT0030504,STU037558,Tutoring,Fall 2019,withdrawal risk,True,Enrolled
INT0030505,STU037562,Advising,Fall 2021,withdrawal risk,True,Withdrew
INT0030506,STU037562,Tutoring,Spring 2021,GPA drop,True,Enrolled
INT0030507,STU037565,Financial Aid Counseling,Fall 2018,withdrawal risk,True,Withdrew
INT0030508,STU037565,Tutoring,Fall 2018,gateway course failure,False,Withdrew
INT0030509,STU037566,Tutoring,Spring 2018,withdrawal risk,True,Enrolled
INT0030510,STU037566,Peer Mentoring,Spring 2019,GPA drop,True,Withdrew
INT0030511,STU037567,Tutoring,Fall 2022,withdrawal risk,True,Enrolled
INT0030512,STU037567,Tutoring,Spring 2021,GPA drop,True,Enrolled
INT0030513,STU037568,Peer Mentoring,Fall 2019,aid gap,True,Enrolled
INT0030514,STU037568,Peer Mentoring,Spring 2020,GPA drop,False,Enrolled
INT0030515,STU037568,Tutoring,Spring 2022,withdrawal risk,True,Graduated
INT0030516,STU037569,Advising,Fall 2021,GPA drop,False,Enrolled
INT0030517,STU037569,Financial Aid Counseling,Spring 2021,aid gap,True,Enrolled
INT0030518,STU037569,AI Guide,Spring 2021,aid gap,False,Enrolled
INT0030519,STU037570,Peer Mentoring,Spring 2020,withdrawal risk,True,Withdrew
INT0030520,STU037570,Advising,Spring 2020,withdrawal risk,True,Withdrew
INT0030521,STU037570,Peer Mentoring,Fall 2020,withdrawal risk,True,Withdrew
INT0030522,STU037573,Advising,Fall 2020,aid gap,True,Enrolled
INT0030523,STU037573,Advising,Fall 2020,gateway course failure,False,Enrolled
INT0030524,STU037575,AI Guide,Fall 2020,aid gap,True,Enrolled
INT0030525,STU037575,Peer Mentoring,Fall 2020,gateway course failure,False,Enrolled
INT0030526,STU037575,AI Guide,Fall 2021,aid gap,True,Withdrew
INT0030527,STU037576,Financial Aid Counseling,Spring 2023,GPA drop,True,Withdrew
INT0030528,STU037576,Financial Aid Counseling,Spring 2022,gateway course failure,False,Enrolled
INT0030529,STU037576,AI Guide,Fall 2022,gateway course failure,True,Enrolled
INT0030530,STU037577,Tutoring,Fall 2018,GPA drop,True,Enrolled
INT0030531,STU037577,Financial Aid Counseling,Spring 2021,withdrawal risk,False,Graduated
INT0030532,STU037577,Peer Mentoring,Spring 2021,GPA drop,True,Graduated
INT0030533,STU037580,Tutoring,Spring 2020,withdrawal risk,True,Enrolled
INT0030534,STU037580,Advising,Spring 2021,GPA drop,False,Graduated
INT0030535,STU037580,AI Guide,Spring 2021,aid gap,False,Graduated
INT0030536,STU037582,Peer Mentoring,Fall 2019,gateway course failure,True,Enrolled
INT0030537,STU037585,Tutoring,Fall 2021,aid gap,True,Enrolled
INT0030538,STU037585,Peer Mentoring,Fall 2021,gateway course failure,True,Enrolled
INT0030539,STU037585,Financial Aid Counseling,Spring 2021,withdrawal risk,True,Graduated
INT0030540,STU037589,Financial Aid Counseling,Spring 2022,aid gap,False,Enrolled
INT0030541,STU037590,AI Guide,Spring 2019,gateway course failure,True,Enrolled
INT0030542,STU037590,Financial Aid Counseling,Fall 2018,GPA drop,True,Enrolled
INT0030543,STU037594,Advising,Spring 2021,aid gap,False,Graduated
INT0030544,STU037594,Peer Mentoring,Fall 2021,gateway course failure,True,Withdrew
INT0030545,STU037594,Advising,Fall 2021,aid gap,True,Withdrew
INT0030546,STU037595,Tutoring,Spring 2022,withdrawal risk,True,Graduated
INT0030547,STU037595,Advising,Fall 2022,aid gap,False,Enrolled
INT0030548,STU037595,Advising,Spring 2022,GPA drop,True,Graduated
INT0030549,STU037598,AI Guide,Spring 2022,gateway course failure,True,Enrolled
INT0030550,STU037598,Tutoring,Fall 2025,aid gap,True,Graduated
INT0030551,STU037598,AI Guide,Fall 2023,withdrawal risk,True,Enrolled
INT0030552,STU037599,AI Guide,Fall 2022,withdrawal risk,True,Enrolled
INT0030553,STU037599,Advising,Fall 2022,GPA drop,True,Enrolled
INT0030554,STU037606,Tutoring,Spring 2021,withdrawal risk,True,Graduated
INT0030555,STU037611,Advising,Spring 2018,aid gap,True,Graduated
INT0030556,STU037611,Peer Mentoring,Fall 2018,gateway course failure,False,Withdrew
INT0030557,STU037611,Tutoring,Spring 2018,withdrawal risk,True,Graduated
INT0030558,STU037615,Peer Mentoring,Fall 2022,aid gap,True,Withdrew
INT0030559,STU037615,Peer Mentoring,Fall 2022,withdrawal risk,True,Withdrew
INT0030560,STU037617,Financial Aid Counseling,Spring 2022,withdrawal risk,True,Enrolled
INT0030561,STU037617,Tutoring,Spring 2022,gateway course failure,False,Enrolled
INT0030562,STU037618,Advising,Spring 2024,aid gap,False,Graduated
INT0030563,STU037618,Peer Mentoring,Spring 2021,withdrawal risk,False,Withdrew
INT0030564,STU037620,Peer Mentoring,Spring 2023,withdrawal risk,True,Graduated
INT0030565,STU037621,Advising,Fall 2026,aid gap,True,Enrolled
INT0030566,STU037622,Financial Aid Counseling,Fall 2020,GPA drop,True,Enrolled
INT0030567,STU037622,AI Guide,Spring 2020,GPA drop,False,Enrolled
INT0030568,STU037622,Advising,Fall 2020,GPA drop,True,Enrolled
INT0030569,STU037624,Financial Aid Counseling,Spring 2021,aid gap,True,Enrolled
INT0030570,STU037624,AI Guide,Spring 2023,withdrawal risk,True,Enrolled
INT0030571,STU037626,Advising,Fall 2019,gateway course failure,True,Enrolled
INT0030572,STU037628,Tutoring,Fall 2023,gateway course failure,True,Enrolled
INT0030573,STU037628,Peer Mentoring,Spring 2023,gateway course failure,True,Graduated
INT0030574,STU037628,Advising,Spring 2020,withdrawal risk,True,Enrolled
INT0030575,STU037629,Advising,Fall 2022,GPA drop,True,Enrolled
INT0030576,STU037629,Peer Mentoring,Spring 2022,aid gap,True,Graduated
INT0030577,STU037629,Financial Aid Counseling,Fall 2022,aid gap,True,Enrolled
INT0030578,STU037630,Financial Aid Counseling,Fall 2019,withdrawal risk,True,Enrolled
INT0030579,STU037630,AI Guide,Fall 2019,withdrawal risk,True,Enrolled
INT0030580,STU037633,Tutoring,Fall 2022,withdrawal risk,True,Withdrew
INT0030581,STU037633,AI Guide,Fall 2022,gateway course failure,True,Withdrew
INT0030582,STU037633,Tutoring,Fall 2022,aid gap,False,Withdrew
INT0030583,STU037639,AI Guide,Fall 2020,GPA drop,True,Withdrew
INT0030584,STU037639,Peer Mentoring,Fall 2020,gateway course failure,False,Withdrew
INT0030585,STU037639,Peer Mentoring,Spring 2020,gateway course failure,True,Withdrew
INT0030586,STU037641,Financial Aid Counseling,Spring 2021,withdrawal risk,True,Enrolled
INT0030587,STU037641,Peer Mentoring,Spring 2022,aid gap,True,Enrolled
INT0030588,STU037641,Advising,Spring 2023,gateway course failure,True,Enrolled
INT0030589,STU037642,AI Guide,Spring 2019,gateway course failure,True,Withdrew
INT0030590,STU037642,Advising,Fall 2019,gateway course failure,True,Withdrew
INT0030591,STU037642,AI Guide,Fall 2019,gateway course failure,True,Withdrew
INT0030592,STU037645,Peer Mentoring,Fall 2023,gateway course failure,False,Withdrew
INT0030593,STU037645,Tutoring,Spring 2023,aid gap,True,Withdrew
INT0030594,STU037645,Tutoring,Spring 2022,GPA drop,True,Enrolled
INT0030595,STU037648,AI Guide,Fall 2021,aid gap,True,Withdrew
INT0030596,STU037652,AI Guide,Spring 2018,aid gap,False,Withdrew
INT0030597,STU037652,AI Guide,Spring 2018,gateway course failure,True,Withdrew
INT0030598,STU037655,Financial Aid Counseling,Fall 2023,gateway course failure,True,Withdrew
INT0030599,STU037655,Tutoring,Spring 2022,aid gap,True,Enrolled
INT0030600,STU037655,Financial Aid Counseling,Fall 2021,GPA drop,True,Enrolled
INT0030601,STU037657,Advising,Spring 2021,withdrawal risk,True,Withdrew
INT0030602,STU037657,Peer Mentoring,Spring 2021,aid gap,False,Withdrew
INT0030603,STU037657,Peer Mentoring,Spring 2021,aid gap,False,Withdrew
INT0030604,STU037658,AI Guide,Spring 2020,withdrawal risk,True,Graduated
INT0030605,STU037658,Tutoring,Spring 2020,gateway course failure,False,Graduated
INT0030606,STU037661,Financial Aid Counseling,Spring 2020,withdrawal risk,False,Enrolled
INT0030607,STU037663,Financial Aid Counseling,Fall 2022,gateway course failure,True,Withdrew
INT0030608,STU037664,Tutoring,Spring 2022,withdrawal risk,False,Enrolled
INT0030609,STU037665,Advising,Fall 2022,aid gap,False,Enrolled
INT0030610,STU037665,Financial Aid Counseling,Fall 2021,withdrawal risk,False,Withdrew
INT0030611,STU037665,Advising,Fall 2022,gateway course failure,True,Enrolled
INT0030612,STU037667,Advising,Spring 2021,aid gap,True,Withdrew
INT0030613,STU037667,Peer Mentoring,Fall 2019,gateway course failure,True,Enrolled
INT0030614,STU037667,Financial Aid Counseling,Fall 2019,withdrawal risk,False,Enrolled
INT0030615,STU037669,Peer Mentoring,Fall 2018,gateway course failure,True,Withdrew
INT0030616,STU037669,Tutoring,Fall 2018,GPA drop,False,Withdrew
INT0030617,STU037669,Financial Aid Counseling,Spring 2018,aid gap,True,Withdrew
INT0030618,STU037670,Peer Mentoring,Spring 2022,aid gap,True,Withdrew
INT0030619,STU037673,Advising,Spring 2019,gateway course failure,True,Graduated
INT0030620,STU037674,AI Guide,Spring 2020,withdrawal risk,True,Graduated
INT0030621,STU037676,Financial Aid Counseling,Fall 2020,GPA drop,True,Enrolled
INT0030622,STU037678,Tutoring,Fall 2022,GPA drop,True,Enrolled
INT0030623,STU037678,Financial Aid Counseling,Fall 2023,aid gap,True,Withdrew
INT0030624,STU037678,Financial Aid Counseling,Fall 2023,aid gap,True,Withdrew
INT0030625,STU037680,Peer Mentoring,Fall 2019,gateway course failure,False,Enrolled
INT0030626,STU037683,Financial Aid Counseling,Spring 2020,gateway course failure,True,Enrolled
INT0030627,STU037684,Financial Aid Counseling,Fall 2020,aid gap,True,Withdrew
INT0030628,STU037684,Financial Aid Counseling,Fall 2020,GPA drop,True,Withdrew
INT0030629,STU037684,AI Guide,Fall 2020,aid gap,True,Withdrew
INT0030630,STU037685,AI Guide,Fall 2021,gateway course failure,False,Withdrew
INT0030631,STU037685,AI Guide,Fall 2021,gateway course failure,True,Withdrew
INT0030632,STU037688,AI Guide,Spring 2022,withdrawal risk,True,Withdrew
INT0030633,STU037690,Peer Mentoring,Spring 2018,aid gap,True,Withdrew
INT0030634,STU037690,Peer Mentoring,Spring 2018,withdrawal risk,False,Withdrew
INT0030635,STU037691,Advising,Spring 2019,gateway course failure,True,Withdrew
INT0030636,STU037692,AI Guide,Fall 2018,GPA drop,True,Withdrew
INT0030637,STU037692,Tutoring,Fall 2018,gateway course failure,False,Withdrew
INT0030638,STU037692,Tutoring,Spring 2018,GPA drop,False,Graduated
INT0030639,STU037693,Advising,Fall 2022,GPA drop,True,Withdrew
INT0030640,STU037693,Advising,Fall 2022,aid gap,True,Withdrew
INT0030641,STU037694,Peer Mentoring,Fall 2025,withdrawal risk,True,Enrolled
INT0030642,STU037696,Financial Aid Counseling,Fall 2019,withdrawal risk,True,Withdrew
INT0030643,STU037705,Advising,Spring 2020,gateway course failure,True,Graduated
INT0030644,STU037705,AI Guide,Fall 2020,withdrawal risk,True,Enrolled
INT0030645,STU037709,Advising,Fall 2018,GPA drop,True,Withdrew
INT0030646,STU037709,AI Guide,Fall 2018,GPA drop,True,Withdrew
INT0030647,STU037710,Financial Aid Counseling,Fall 2022,gateway course failure,False,Enrolled
INT0030648,STU037710,Financial Aid Counseling,Spring 2022,aid gap,True,Graduated
INT0030649,STU037710,AI Guide,Fall 2022,GPA drop,False,Enrolled
INT0030650,STU037713,Peer Mentoring,Fall 2021,withdrawal risk,True,Withdrew
INT0030651,STU037715,Peer Mentoring,Spring 2023,gateway course failure,True,Enrolled
INT0030652,STU037715,Financial Aid Counseling,Spring 2024,gateway course failure,False,Enrolled
INT0030653,STU037715,Financial Aid Counseling,Fall 2023,GPA drop,True,Enrolled
INT0030654,STU037728,Peer Mentoring,Fall 2026,gateway course failure,True,Enrolled
INT0030655,STU037729,AI Guide,Fall 2019,gateway course failure,False,Enrolled
INT0030656,STU037730,Peer Mentoring,Spring 2021,GPA drop,True,Enrolled
INT0030657,STU037731,Advising,Spring 2024,aid gap,True,Graduated
INT0030658,STU037731,AI Guide,Fall 2024,aid gap,True,Enrolled
INT0030659,STU037733,Tutoring,Spring 2018,GPA drop,True,Enrolled
INT0030660,STU037733,Financial Aid Counseling,Spring 2018,aid gap,False,Enrolled
INT0030661,STU037733,Financial Aid Counseling,Fall 2018,gateway course failure,True,Enrolled
INT0030662,STU037734,AI Guide,Fall 2019,aid gap,True,Enrolled
INT0030663,STU037736,Advising,Fall 2022,gateway course failure,False,Withdrew
INT0030664,STU037736,Peer Mentoring,Spring 2022,GPA drop,True,Withdrew
INT0030665,STU037736,Advising,Fall 2022,GPA drop,True,Withdrew
INT0030666,STU037737,Financial Aid Counseling,Spring 2022,aid gap,True,Graduated
INT0030667,STU037737,Tutoring,Spring 2021,aid gap,True,Enrolled
INT0030668,STU037740,AI Guide,Spring 2019,GPA drop,True,Withdrew
INT0030669,STU037740,Financial Aid Counseling,Spring 2019,GPA drop,True,Withdrew
INT0030670,STU037740,Peer Mentoring,Spring 2019,aid gap,False,Withdrew
INT0030671,STU037741,Advising,Fall 2022,aid gap,True,Withdrew
INT0030672,STU037741,Advising,Fall 2022,withdrawal risk,True,Withdrew
INT0030673,STU037742,Advising,Spring 2021,gateway course failure,True,Withdrew
INT0030674,STU037742,Advising,Fall 2023,gateway course failure,True,Enrolled
INT0030675,STU037742,Advising,Spring 2021,aid gap,True,Withdrew
INT0030676,STU037745,Advising,Fall 2021,aid gap,True,Withdrew
INT0030677,STU037745,Advising,Spring 2021,aid gap,True,Withdrew
INT0030678,STU037745,Advising,Spring 2021,withdrawal risk,False,Withdrew
INT0030679,STU037748,Financial Aid Counseling,Spring 2018,aid gap,True,Enrolled
INT0030680,STU037748,Peer Mentoring,Fall 2020,withdrawal risk,True,Enrolled
INT0030681,STU037748,Tutoring,Spring 2020,gateway course failure,False,Enrolled
INT0030682,STU037752,Peer Mentoring,Fall 2018,gateway course failure,False,Withdrew
INT0030683,STU037752,Tutoring,Fall 2018,aid gap,True,Withdrew
INT0030684,STU037754,Peer Mentoring,Fall 2023,withdrawal risk,True,Withdrew
INT0030685,STU037754,AI Guide,Fall 2023,aid gap,True,Withdrew
INT0030686,STU037754,Peer Mentoring,Fall 2022,GPA drop,True,Enrolled
INT0030687,STU037756,Advising,Spring 2023,aid gap,False,Enrolled
INT0030688,STU037756,Tutoring,Spring 2024,GPA drop,True,Enrolled
INT0030689,STU037758,AI Guide,Fall 2018,withdrawal risk,True,Withdrew
INT0030690,STU037758,Tutoring,Spring 2018,aid gap,True,Withdrew
INT0030691,STU037758,Tutoring,Fall 2018,GPA drop,True,Withdrew
INT0030692,STU037764,Financial Aid Counseling,Fall 2022,withdrawal risk,True,Withdrew
INT0030693,STU037765,Advising,Spring 2020,withdrawal risk,False,Withdrew
INT0030694,STU037770,Financial Aid Counseling,Fall 2022,gateway course failure,True,Withdrew
INT0030695,STU037772,Financial Aid Counseling,Fall 2018,gateway course failure,True,Enrolled
INT0030696,STU037772,Financial Aid Counseling,Spring 2019,GPA drop,True,Withdrew
INT0030697,STU037772,Financial Aid Counseling,Spring 2018,gateway course failure,True,Enrolled
INT0030698,STU037774,Advising,Spring 2020,GPA drop,True,Enrolled
INT0030699,STU037781,Tutoring,Fall 2020,aid gap,True,Enrolled
INT0030700,STU037781,Peer Mentoring,Fall 2020,GPA drop,True,Enrolled
INT0030701,STU037781,Advising,Spring 2020,withdrawal risk,True,Withdrew
INT0030702,STU037782,Peer Mentoring,Fall 2023,aid gap,True,Enrolled
INT0030703,STU037782,Tutoring,Fall 2023,aid gap,True,Enrolled
INT0030704,STU037787,AI Guide,Fall 2022,aid gap,False,Withdrew
INT0030705,STU037787,Advising,Spring 2021,aid gap,True,Withdrew
INT0030706,STU037787,AI Guide,Fall 2021,aid gap,True,Enrolled
INT0030707,STU037789,Peer Mentoring,Fall 2018,gateway course failure,False,Withdrew
INT0030708,STU037789,Peer Mentoring,Fall 2018,gateway course failure,True,Withdrew
INT0030709,STU037789,Peer Mentoring,Fall 2018,withdrawal risk,True,Withdrew
INT0030710,STU037792,Peer Mentoring,Fall 2019,withdrawal risk,True,Enrolled
INT0030711,STU037793,Tutoring,Spring 2022,aid gap,True,Enrolled
INT0030712,STU037794,Tutoring,Spring 2020,aid gap,True,Enrolled
INT0030713,STU037794,Tutoring,Spring 2020,gateway course failure,True,Enrolled
INT0030714,STU037795,Financial Aid Counseling,Spring 2018,GPA drop,True,Graduated
INT0030715,STU037796,Advising,Fall 2024,gateway course failure,True,Enrolled
INT0030716,STU037796,Tutoring,Spring 2022,withdrawal risk,False,Enrolled
INT0030717,STU037797,Financial Aid Counseling,Fall 2021,GPA drop,True,Enrolled
INT0030718,STU037800,Advising,Fall 2022,GPA drop,True,Withdrew
INT0030719,STU037800,Peer Mentoring,Fall 2022,gateway course failure,True,Withdrew
INT0030720,STU037802,Tutoring,Spring 2019,aid gap,True,Enrolled
INT0030721,STU037803,Peer Mentoring,Spring 2020,withdrawal risk,True,Withdrew
INT0030722,STU037804,AI Guide,Spring 2020,withdrawal risk,True,Withdrew
INT0030723,STU037804,Advising,Fall 2021,withdrawal risk,True,Enrolled
INT0030724,STU037804,Tutoring,Spring 2022,GPA drop,True,Enrolled
INT0030725,STU037805,Peer Mentoring,Fall 2020,GPA drop,True,Enrolled
INT0030726,STU037805,Advising,Spring 2020,gateway course failure,True,Graduated
INT0030727,STU037805,Financial Aid Counseling,Fall 2020,aid gap,True,Enrolled
INT0030728,STU037808,Tutoring,Fall 2019,gateway course failure,True,Withdrew
INT0030729,STU037809,Peer Mentoring,Spring 2023,withdrawal risk,True,Enrolled
INT0030730,STU037809,Peer Mentoring,Spring 2020,withdrawal risk,False,Enrolled
INT0030731,STU037811,Peer Mentoring,Fall 2021,aid gap,True,Enrolled
INT0030732,STU037811,Peer Mentoring,Spring 2021,GPA drop,True,Graduated
INT0030733,STU037813,Peer Mentoring,Fall 2020,gateway course failure,False,Withdrew
INT0030734,STU037813,Peer Mentoring,Fall 2020,aid gap,True,Withdrew
INT0030735,STU037813,AI Guide,Fall 2020,withdrawal risk,True,Withdrew
INT0030736,STU037815,Financial Aid Counseling,Spring 2020,gateway course failure,False,Graduated
INT0030737,STU037815,Peer Mentoring,Spring 2020,GPA drop,True,Graduated
INT0030738,STU037815,Peer Mentoring,Spring 2020,gateway course failure,True,Graduated
INT0030739,STU037821,AI Guide,Spring 2019,gateway course failure,True,Enrolled
INT0030740,STU037821,Tutoring,Spring 2020,withdrawal risk,True,Withdrew
INT0030741,STU037825,Peer Mentoring,Spring 2020,GPA drop,True,Enrolled
INT0030742,STU037825,Peer Mentoring,Spring 2021,aid gap,True,Withdrew
INT0030743,STU037826,Financial Aid Counseling,Spring 2022,withdrawal risk,False,Graduated
INT0030744,STU037827,Financial Aid Counseling,Spring 2018,gateway course failure,True,Enrolled
INT0030745,STU037828,Tutoring,Fall 2022,withdrawal risk,True,Enrolled
INT0030746,STU037828,AI Guide,Fall 2023,withdrawal risk,True,Withdrew
INT0030747,STU037829,AI Guide,Spring 2021,withdrawal risk,False,Withdrew
INT0030748,STU037829,Tutoring,Spring 2021,withdrawal risk,True,Withdrew
INT0030749,STU037831,Financial Aid Counseling,Fall 2021,aid gap,True,Withdrew
INT0030750,STU037831,Peer Mentoring,Spring 2018,aid gap,True,Enrolled
INT0030751,STU037835,Advising,Fall 2018,GPA drop,True,Withdrew
INT0030752,STU037836,Peer Mentoring,Spring 2018,gateway course failure,True,Withdrew
INT0030753,STU037836,AI Guide,Fall 2018,gateway course failure,True,Withdrew
INT0030754,STU037836,AI Guide,Fall 2018,withdrawal risk,True,Withdrew
INT0030755,STU037837,Tutoring,Fall 2021,aid gap,True,Enrolled
INT0030756,STU037838,AI Guide,Fall 2020,aid gap,False,Withdrew
INT0030757,STU037838,Tutoring,Fall 2020,withdrawal risk,True,Withdrew
INT0030758,STU037838,Financial Aid Counseling,Spring 2020,gateway course failure,False,Withdrew
INT0030759,STU037841,AI Guide,Fall 2020,gateway course failure,True,Withdrew
INT0030760,STU037842,AI Guide,Spring 2021,GPA drop,True,Graduated
INT0030761,STU037842,Tutoring,Spring 2021,gateway course failure,False,Graduated
INT0030762,STU037842,Tutoring,Fall 2021,withdrawal risk,True,Enrolled
INT0030763,STU037844,AI Guide,Fall 2020,withdrawal risk,True,Withdrew
INT0030764,STU037845,Tutoring,Spring 2019,GPA drop,False,Withdrew
INT0030765,STU037845,Advising,Fall 2019,gateway course failure,True,Withdrew
INT0030766,STU037846,Peer Mentoring,Spring 2018,gateway course failure,True,Withdrew
INT0030767,STU037846,Tutoring,Fall 2018,GPA drop,True,Withdrew
INT0030768,STU037846,Financial Aid Counseling,Spring 2018,withdrawal risk,True,Withdrew
INT0030769,STU037847,Tutoring,Fall 2018,GPA drop,False,Enrolled
INT0030770,STU037850,Financial Aid Counseling,Fall 2019,withdrawal risk,False,Enrolled
INT0030771,STU037850,Financial Aid Counseling,Fall 2019,withdrawal risk,True,Enrolled
INT0030772,STU037851,Peer Mentoring,Fall 2018,aid gap,True,Enrolled
INT0030773,STU037851,Advising,Spring 2018,aid gap,False,Withdrew
INT0030774,STU037851,AI Guide,Fall 2019,GPA drop,True,Withdrew
INT0030775,STU037854,Peer Mentoring,Fall 2021,gateway course failure,True,Withdrew
INT0030776,STU037854,Advising,Fall 2021,GPA drop,False,Withdrew
INT0030777,STU037854,Tutoring,Fall 2021,withdrawal risk,True,Withdrew
INT0030778,STU037855,Tutoring,Fall 2023,GPA drop,True,Enrolled
INT0030779,STU037855,Peer Mentoring,Spring 2022,GPA drop,True,Enrolled
INT0030780,STU037855,Tutoring,Spring 2023,GPA drop,True,Enrolled
INT0030781,STU037860,Peer Mentoring,Spring 2023,GPA drop,True,Withdrew
INT0030782,STU037860,Peer Mentoring,Fall 2022,gateway course failure,True,Enrolled
INT0030783,STU037862,Financial Aid Counseling,Spring 2022,aid gap,False,Withdrew
INT0030784,STU037862,Tutoring,Spring 2022,withdrawal risk,True,Withdrew
INT0030785,STU037870,AI Guide,Spring 2020,gateway course failure,True,Withdrew
INT0030786,STU037871,AI Guide,Spring 2022,GPA drop,True,Withdrew
INT0030787,STU037871,Financial Aid Counseling,Spring 2022,gateway course failure,True,Withdrew
INT0030788,STU037871,AI Guide,Spring 2022,aid gap,False,Withdrew
INT0030789,STU037876,AI Guide,Fall 2020,aid gap,True,Withdrew
INT0030790,STU037876,Advising,Fall 2020,withdrawal risk,False,Withdrew
INT0030791,STU037879,Tutoring,Fall 2022,aid gap,True,Enrolled
INT0030792,STU037879,Tutoring,Spring 2022,GPA drop,True,Graduated
INT0030793,STU037882,Peer Mentoring,Spring 2019,withdrawal risk,True,Enrolled
INT0030794,STU037882,AI Guide,Spring 2020,gateway course failure,True,Withdrew
INT0030795,STU037882,Advising,Spring 2018,gateway course failure,True,Enrolled
INT0030796,STU037885,Advising,Fall 2020,gateway course failure,True,Enrolled
INT0030797,STU037886,Advising,Spring 2025,GPA drop,True,Withdrew
INT0030798,STU037889,Tutoring,Fall 2025,GPA drop,True,Enrolled
INT0030799,STU037889,Peer Mentoring,Spring 2022,aid gap,True,Enrolled
INT0030800,STU037889,Peer Mentoring,Fall 2027,aid gap,True,Enrolled
INT0030801,STU037891,Tutoring,Fall 2019,gateway course failure,True,Enrolled
INT0030802,STU037891,Financial Aid Counseling,Spring 2020,aid gap,True,Withdrew
INT0030803,STU037891,AI Guide,Spring 2019,aid gap,True,Enrolled
INT0030804,STU037894,Financial Aid Counseling,Spring 2021,gateway course failure,True,Graduated
INT0030805,STU037895,Tutoring,Spring 2022,withdrawal risk,True,Graduated
INT0030806,STU037895,AI Guide,Fall 2022,GPA drop,True,Withdrew
INT0030807,STU037895,Advising,Fall 2022,aid gap,True,Withdrew
INT0030808,STU037902,Tutoring,Spring 2020,gateway course failure,True,Withdrew
INT0030809,STU037902,AI Guide,Spring 2020,GPA drop,True,Withdrew
INT0030810,STU037903,Advising,Fall 2019,GPA drop,True,Withdrew
INT0030811,STU037904,AI Guide,Fall 2018,gateway course failure,True,Enrolled
INT0030812,STU037904,AI Guide,Spring 2018,withdrawal risk,True,Graduated
INT0030813,STU037904,Financial Aid Counseling,Fall 2018,GPA drop,True,Enrolled
INT0030814,STU037907,Financial Aid Counseling,Fall 2020,aid gap,True,Withdrew
INT0030815,STU037909,AI Guide,Spring 2022,aid gap,False,Withdrew
INT0030816,STU037911,Advising,Fall 2020,GPA drop,False,Withdrew
INT0030817,STU037911,Peer Mentoring,Fall 2019,aid gap,False,Enrolled
INT0030818,STU037912,Advising,Spring 2018,gateway course failure,False,Withdrew
INT0030819,STU037912,Advising,Spring 2018,GPA drop,True,Withdrew
INT0030820,STU037913,Tutoring,Spring 2019,gateway course failure,False,Enrolled
INT0030821,STU037914,Financial Aid Counseling,Fall 2018,gateway course failure,False,Withdrew
INT0030822,STU037914,Tutoring,Fall 2018,aid gap,True,Withdrew
INT0030823,STU037916,AI Guide,Fall 2022,aid gap,False,Enrolled
INT0030824,STU037919,Peer Mentoring,Spring 2019,aid gap,True,Withdrew
INT0030825,STU037919,Advising,Spring 2019,GPA drop,True,Withdrew
INT0030826,STU037919,AI Guide,Spring 2019,gateway course failure,True,Withdrew
INT0030827,STU037920,Financial Aid Counseling,Fall 2022,withdrawal risk,True,Enrolled
INT0030828,STU037920,AI Guide,Spring 2022,GPA drop,True,Enrolled
INT0030829,STU037922,Peer Mentoring,Spring 2018,GPA drop,True,Graduated
INT0030830,STU037923,Financial Aid Counseling,Fall 2022,gateway course failure,True,Enrolled
INT0030831,STU037927,Advising,Spring 2022,aid gap,True,Graduated
INT0030832,STU037927,Financial Aid Counseling,Spring 2022,aid gap,True,Graduated
INT0030833,STU037931,Advising,Fall 2019,GPA drop,True,Withdrew
INT0030834,STU037931,Tutoring,Spring 2019,withdrawal risk,True,Withdrew
INT0030835,STU037931,Peer Mentoring,Spring 2019,withdrawal risk,True,Withdrew
INT0030836,STU037936,Financial Aid Counseling,Spring 2022,aid gap,True,Graduated
INT0030837,STU037942,Advising,Fall 2025,withdrawal risk,True,Graduated
INT0030838,STU037942,AI Guide,Fall 2024,withdrawal risk,True,Enrolled
INT0030839,STU037944,Advising,Fall 2022,gateway course failure,True,Withdrew
INT0030840,STU037945,Peer Mentoring,Spring 2021,gateway course failure,True,Graduated
INT0030841,STU037945,Tutoring,Fall 2018,aid gap,True,Withdrew
INT0030842,STU037945,Peer Mentoring,Fall 2019,withdrawal risk,True,Enrolled
INT0030843,STU037948,Advising,Spring 2022,withdrawal risk,False,Withdrew
INT0030844,STU037948,AI Guide,Fall 2022,gateway course failure,False,Enrolled
INT0030845,STU037955,Tutoring,Fall 2021,aid gap,True,Withdrew
